file,license,url
airhorn.wav,CC0,https://freesound.org/people/jacksonacademyashmore/sounds/414208/
record-scratch.wav,CC0,https://freesound.org/people/simkiott/sounds/43404/
rimshot.wav,CC0,https://freesound.org/people/deleted_user_7146007/sounds/383898/
register.wav,CC0,https://freesound.org/people/Zott820/sounds/209578/
